class,comment_sentence,labels,types
QuantWrapper,similarly,[0 0 0 1 0],original
QuantWrapper,for dequantstub .,[0 0 0 1 0],original
SGD,implements stochastic gradient descent optionally with momentum .,[0 0 0 0 1],original
SGD,nesterov momentum is based on the formula from,[0 0 1 1 0],original
SGD,on the importance of initialization and momentum in deep learning .,[0 0 1 1 0],original
SGD,lr float learning rate,[0 1 0 0 0],original
SGD,"momentum float, optional momentum factor default 0",[0 1 0 0 0],original
SGD,"dampening float, optional dampening for momentum default 0",[0 1 0 0 0],original
SGD,"nesterov bool, optional enables nesterov momentum default false",[0 1 0 0 0],original
SGD,"optimizer torch^optim.sgd model^parameters , lr 01, momentum 09",[1 0 0 0 0],original
SGD,optimizer^zero grad,[1 0 0 0 0],original
SGD,"loss fn model input , target ^backward",[1 0 0 0 0],original
SGD,optimizer^step,[1 0 0 0 0],original
SharedCache,dictionary from multiprocessing handles to storageweakref,[0 0 0 0 1],original
StackTransform,transform functor that applies a sequence of transforms tseq,[0 0 0 0 1],original
StackTransform,in a way compatible with func torch^stack .,[0 0 0 0 1],original
StackTransform,"x torch^stack torch^range 1, 10 , torch^range 1, 10 , dim 1",[1 0 0 0 0],original
StackTransform,"t stacktransform exptransform , identity transform , dim 1",[1 0 0 0 0],original
StackTransform,y t x,[1 0 0 0 0],original
Subset,subset of a dataset at specified indices.,[0 0 0 0 1],original
Subset,arguments,[0 1 0 0 0],original
Subset,dataset dataset the whole dataset,[0 1 0 0 0],original
Subset,indices sequence indices in the whole set selected for subset,[0 1 0 0 0],original
Task,a task is composed of an execution step and zero or more outputs.,[0 0 0 0 1],original
Task,"tasks are executed in the context of a taskgroup, which, in turn, can",[0 0 0 1 0],original
Task,be run by a session.,[0 0 0 1 0],original
Task,task outputs are fetched by the session at the end of the run.,[0 0 0 1 0],original
Task,from net builder import ops,[1 0 0 0 0],original
Task,"with node trainer , task name my task , num instances 2",[1 0 0 0 0],original
Task,with ops^task init,[1 0 0 0 0],original
Task,globl ops^const 0,[1 0 0 0 0],original
Task,with ops^task instance init,[1 0 0 0 0],original
Task,local ops^const 0,[1 0 0 0 0],original
Task,with ops^loop 100,[1 0 0 0 0],original
Task,"ops^copy globl, local",[1 0 0 0 0],original
Task,with ops^task instance exit,[1 0 0 0 0],original
Task,"ops^add globl, local , globl",[1 0 0 0 0],original
Task,with ops^task exit,[1 0 0 0 0],original
Task,"ops^mul globl, globl , globl",[1 0 0 0 0],original
Task,the task above will create 2 instances that will run in parallel.,[1 0 0 0 0],original
Task,"each instance will copy local to globl 100 times, then add local",[1 0 0 0 0],original
Task,to globl once.,[1 0 0 0 0],original
Task,"the mul will only execute once, after all the instances",[1 0 0 0 0],original
Task,of the task have finished.,[1 0 0 0 0],original
TaskOutput,represents the output of a task.,[0 0 0 0 1],original
TransformerEncoderLayer,"ashish vaswani, noam shazeer, niki parmar, jakob uszkoreit, llion jones, aidan n gomez,",[0 0 1 0 0],original
TransformerEncoderLayer,"lukasz kaiser, and illia polosukhin.",[0 0 1 0 0],original
TransformerEncoderLayer,2017,[0 0 1 0 0],original
TransformerEncoderLayer,attention is all you need.,[0 0 1 0 0],original
TransformerEncoderLayer,in advances in,[0 0 1 0 0],original
TransformerEncoderLayer,"neural information processing systems, pages 6000 6010.",[0 0 1 0 0],original
TransformerEncoderLayer,users may modify or implement,[0 0 1 0 0],original
TransformerEncoderLayer,in a different way during application.,[0 0 1 0 0],original
TransformerEncoderLayer,nhead the number of heads in the multiheadattention models required .,[0 1 0 0 0],original
TransformerEncoderLayer,dropout the dropout value default 01 .,[0 1 0 0 0],original
TransformerEncoderLayer,"encoder layer nn^transformerencoderlayer d model 512, nhead 8",[1 0 0 0 0],original
TransformerEncoderLayer,out encoder layer src,[1 0 0 0 0],original
Unfold,"where math n is the batch dimension, math c is the channel dimension,",[1 0 0 1 0],original
Unfold,and math represent arbitrary spatial dimensions.,[1 1 0 0 0],original
Unfold,"of attr input math above , and math d is over all spatial",[0 0 0 1 0],original
Unfold,"therefore, indexing attr output at the last dimension column dimension",[1 0 0 0 0],original
Unfold,gives all values within a certain block.,[1 0 0 0 0],original
Unfold,"the attr padding , attr stride and attr dilation arguments specify",[0 1 0 0 0],original
Unfold,how the sliding blocks are retrieved.,[0 1 0 0 0],original
Unfold,reshaping.,[0 1 0 0 0],original
Unfold,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",[0 1 0 0 0],original
Unfold,kernel size int or tuple the size of the sliding blocks,[0 1 0 0 0],original
Unfold,"padding int or tuple, optional implicit zero padding to be added on",[0 1 0 0 0],original
Unfold,default 0,[0 1 0 0 0],original
Unfold,stride of elements within the,[0 1 0 0 0],original
Unfold,"attr stride is an int or a tuple of length 1, their values will be",[0 1 0 0 0],original
Unfold,replicated across all spatial dimensions.,[1 0 0 1 0],original
Unfold,called im2col .,[0 1 0 0 0],original
Unfold,class torch^nn.fold calculates each combined value in the resulting,[0 0 1 0 0],original
Unfold,large tensor by summing all values from all containing blocks.,[0 0 1 0 0],original
Unfold,class torch^nn.unfold extracts the values in the local blocks by,[0 0 1 0 0],original
Unfold,copying from the large tensor.,[0 0 1 0 0],original
Unfold,"so, if the blocks overlap, they are not",[0 0 1 0 0],original
Unfold,inverses of each other.,[0 0 1 0 0],original
Unfold,"in general, folding and unfolding operations are related as",[0 0 1 0 0],original
Unfold,follows.,[0 0 1 0 0],original
Unfold,consider class torch^nn.fold and,[0 0 1 0 0],original
Unfold,class torch^nn.unfold instances created with the same,[0 0 1 0 0],original
Unfold,fold params dict kernel size .,[0 0 1 0 0],original
Unfold,", dilation .",[0 0 1 0 0],original
Unfold,", padding .",[0 0 1 0 0],original
Unfold,", stride .",[0 0 1 0 0],original
Unfold,fold nn^fold output size .,[0 0 1 0 0],original
Unfold,", fold params",[0 0 1 0 0],original
Unfold,unfold nn^unfold fold params,[0 0 1 0 0],original
Unfold,then for any supported input tensor the following,[0 0 1 0 0],original
Unfold,equality holds,[0 0 1 0 0],original
Unfold,fold unfold input divisor input,[0 0 1 0 0],original
Unfold,where divisor is a tensor that depends only on the shape,[0 0 1 0 0],original
Unfold,and dtype of the input,[0 0 1 0 0],original
Unfold,"input ones torch^ones input^shape, dtype input^dtype",[0 0 1 0 0],original
Unfold,divisor fold unfold input ones,[0 0 1 0 0],original
Unfold,"when the divisor tensor contains no zero elements, then",[0 0 1 0 0],original
Unfold,fold and unfold operations are inverses of each,[0 0 1 0 0],original
Unfold,other up to constant divisor .,[0 0 1 0 0],original
Unfold,"output math n, c times prod text kernel size , l as described above",[1 0 0 1 0],original
Unfold,"unfold nn^unfold kernel size 2, 3",[1 0 0 0 0],original
Unfold,output unfold input,[1 0 0 0 0],original
Unfold,# 4 blocks 2x3 kernels in total in the 3x4 input,[1 0 0 0 0],original
Unfold,"torch^size 2, 30, 4",[1 0 0 0 0],original
Unfold,"inp torch^randn 1, 3, 10, 12",[1 0 0 0 0],original
Unfold,"inp unf torch^nn.functional^unfold inp, 4, 5",[1 0 0 0 0],original
Unfold,"out torch^nn.functional^fold out unf, 7, 8 , 1, 1",[1 0 0 0 0],original
Unfold,"# out out unf^view 1, 2, 7, 8",[1 0 0 0 0],original
Unfold,tensor 19073e 06,[1 0 0 0 0],original
UseOptimizer,context class to allow setting the current context.,[0 0 0 0 1],original
UseOptimizer,example usage with brew,[1 0 0 0 0],original
UseOptimizer,with useoptimizer optim,[1 0 0 0 0],original
UseOptimizer,brew^func,[1 0 0 0 0],original
UseOptimizer,with useoptimizer weight weight optim,[1 0 0 0 0],original
UseOptimizer,brew^func,[1 0 0 0 0],original
UseOptimizer,"with useoptimizer default optim, bias bias optim,",[1 0 0 0 0],original
UseOptimizer,weight weight optim,[1 0 0 0 0],original
UseOptimizer,brew^func,[1 0 0 0 0],original
UseOptimizer,brew^func,[1 0 0 0 0],original
UseOptimizer,with useoptimizer optim2,[1 0 0 0 0],original
UseOptimizer,brew^func,[1 0 0 0 0],original
AuthBase,base class that all auth implementations derive from,[0 0 0 0 1],original
PreparedRequest,"the fully mutable class preparedrequest preparedrequest object,",[0 0 0 0 1],original
PreparedRequest,containing the exact bytes that will be sent to the server.,[0 0 0 0 1],original
PreparedRequest,generated from either a class request request object or manually.,[0 0 1 0 0],original
PreparedRequest,usage,[1 0 0 0 0],original
PreparedRequest,"req requests^request get , https httpbin^org get",[1 0 0 0 0],original
PreparedRequest,r,[1 0 0 0 0],original
PreparedRequest,preparedrequest get,[1 0 0 0 0],original
PreparedRequest,s requests^session,[1 0 0 0 0],original
PreparedRequest,s^send r,[1 0 0 0 0],original
PreparedRequest,response 200,[1 0 0 0 0],original
Response,"the class response response object, which contains a",[0 0 0 0 1],original
AccessMixin,Functionality.,[0 0 0 0 1],de
Atomic,None indicates the absence of a savepoint.,[1 0 0 0 0],de
AutoFieldMeta,stored in the database.,[0 0 0 1 0],de
AutoFieldMeta,Automatically generated field as subclass of Autofield.,[1 0 0 0 0],de
AutoFieldMeta,to be implemented on the field to be used instead.,[1 0 0 0 0],de
AutoFieldMeta,to detect automatically generated fields.,[0 0 1 0 0],de
BaseCommand,"the basic class, from which all management commands ultimately",[0 0 0 0 1],de
BaseCommand,Derivatives.,[0 0 0 0 1],de
BaseCommand,django admin or manage^py loads the command class,[1 0 0 0 0],de
BaseCommand,to get the execution of argv method to create calls Parser,[1 0 0 0 0],de
BaseCommand,all environmental changes caused by options such as,[1 0 0 0 0],de
BaseCommand,"pythonpath, and then calls the execution method,",[1 0 0 0 0],de
BaseCommand,pass the parsed arguments.,[1 0 0 0 0],de
BaseCommand,the execution method tries to perform the command by,[1 0 0 0 0],de
BaseCommand,Calling the handle method with the parsed arguments,[1 0 0 0 0],de
BaseCommand,if handle or execution increased an exception e.g.,[1 0 0 0 0],de
BaseCommand,Message to stderr .,[1 0 0 0 0],de
BaseCommand,"Thus, the handle method is usually the starting point for",[0 0 1 0 0],de
BaseCommand,special methods as required.,[0 0 1 0 0],de
BaseCommand,Help,[0 1 0 0 0],de
BaseCommand,Output transaction,[0 1 0 0 0],de
BaseCommand,a Boolean that indicates whether the command outputs sql,[0 1 0 0 0],de
BaseCommand,"statements if true, the output will automatically",[0 1 0 0 0],de
BaseCommand,Wrapped with beginning and commit.,[0 1 0 0 0],de
BaseCommand,requires migration controls,[0 1 0 0 0],de
BaseCommand,before the execution of the command.,[0 1 0 0 0],de
BaseCommand,App Register.,[0 1 0 0 0],de
BaseDatabaseSchemaEditor,"Statements about the databases Model creation Distance change, field",[0 0 1 0 1],de
BaseDatabaseSchemaEditor,"Rename, index fiddling and so on.",[0 0 1 0 1],de
BaseExpression,Base class for all query expressions.,[0 0 0 0 1],de
BaseUpdateView,Basic view to update an existing object.,[0 0 0 0 1],de
BaseYearArchiveView,List of objects published in a given year.,[0 0 0 0 1],de
BCryptSHA256PasswordHasher,secure password hashing with the recommended bcrypt algorithm,[0 0 0 0 1],de
BCryptSHA256PasswordHasher,"This is considered by many as the safest algorithm, but you",[1 0 0 0 0],de
BCryptSHA256PasswordHasher,must first install the bcrypt library.,[1 0 0 0 0],de
BoundWidget,a container class that is used to iterate over widgets.,[0 0 0 0 1],de
BoundWidget,This is useful for,[0 0 1 0 0],de
BoundWidget,Widgets that have possibilities.,[0 0 1 0 0],de
BoundWidget,"For example, the following can be used in a",[1 0 0 0 0],de
BoundWidget,% for radio in myform ^beatles %,[1 0 0 0 0],de
BoundWidget,Label for radio^id for label,[1 0 0 0 0],de
BoundWidget,span class radioradio^day span,[1 0 0 0 0],de
BoundWidget,Label,[1 0 0 0 0],de
BoundWidget,% end for %,[1 0 0 0 0],de
CacheHandler,a cache handler to manage access to cache instances.,[0 0 0 0 1],de
CacheHandler,ensure that only one instance of each alias exists per thread.,[0 0 0 1 0],de
ChunkIter,an iterable one that delivers data volumes.,[0 0 0 0 1],de
ChunkIter,given a file like object as the,[0 0 0 1 0],de
Client,a class that can act as a client for test purposes.,[0 0 0 0 1],de
Client,"it allows the user to compose get and post requests, and",[0 0 0 1 0],de
Client,the server response objects are commented with the details,[0 0 0 1 0],de
Client,Procedure for processing the request.,[0 0 0 1 0],de
Client,so session details for the lifetime of the client instance.,[0 0 0 1 0],de
Client,is not intended to replace Twill Selenium; or,[0 0 1 0 0],de
Client,contexts and templates from a view instead of the,[0 0 1 0 0],de
Client,html to the end user.,[0 0 1 0 0],de
Combinable,the ability to offer one or two objects with,[0 0 0 0 1],de
Combinable,Some kind of plug.,[0 0 0 0 1],de
Combinable,e.g. fffoo f bar .,[1 0 0 0 0],de
ConsoleDirective,the second tab shows a Windows command line that corresponds to the usual,[0 0 0 0 1],de
CustomArticleAdmin,tests various hooks for the use of custom templates and contexts.,[0 0 0 0 1],de
CustomCacheKeyValidationTests,Tests for the ability to mix key method in a custom validation,[0 0 0 0 1],de
CustomCacheKeyValidationTests,"Backend, and overwrite the default key validation.",[0 0 0 1 0],de
CustomHeaderRemoteUserTest,tests a custom remoteusermiddleware subclass with custom http auth user,[0 1 0 0 1],de
DatabaseReceiver,used in the tests for the database argument in signals #13552,[0 0 0 0 1],de
DblFromGeom,in relation to the last argument.,[0 1 0 0 0],de
DisallowedModelAdminToField,invalid to field was passed to admin view via url query string,[0 0 0 0 1],de
DjangoHTMLTranslator,django specific rest on html tweaks.,[0 0 0 0 1],de
EarliestOrLatestTests,Tests for the earliest and latest object methods,[0 0 0 0 1],de
ErrorDict,a collection of errors that can be displayed in different formats.,[0 0 0 0 1],de
ExceptionThatFailsUnpickling,Arguments passed to init .,[0 0 0 0 1],de
FakePayload,a wrapper around bytesio that limits what can be read as data from,[0 0 0 0 1],de
FakePayload,Cannot search the network and cannot be read outside its content,[0 0 0 0 1],de
FakePayload,Length.,[0 0 0 0 1],de
FakePayload,This ensures that views can't do anything under the test client,[0 0 0 1 0],de
FallbackStorage,try to save all messages in the first backend.,[0 0 0 1 0],de
FallbackStorage,Messages in each subsequent backend.,[0 0 0 1 0],de
FootNote,Model for ticket 19838 added,[0 0 1 0 0],de
FrenchTestCase,Tests with the French translations of the sample project.,[0 0 0 0 1],de
Group,Table column fields,[0 0 0 0 1],de
HiddenRangeWidget,a widget that divides the input into two hidden entries.,[0 0 0 0 1],de
ImageFileDescriptor,"Just like the file descriptor, but for Imagefields.",[0 0 0 0 1],de
ImageFileDescriptor,the only difference is,[0 0 0 1 0],de
IncompleteCategoryFormWithExclude,a form that replaces the model s url field with a custom one.,[0 0 0 0 1],de
Individual,a model with a fk for itself.,[0 0 0 0 1],de
Individual,related instances rendering is called programmatic in this case.,[1 0 1 0 0],de
InputStreamExhausted,from this device no reading devices are allowed anymore.,[0 0 0 1 1],de
InvalidBasesError,a model s base classes cannot be resolved.,[0 0 0 0 1],de
KMLSitemap,a minimal hook to produce kml sitemaps.,[0 0 0 0 1],de
ListMixin,a basic class that provides a complete list interface.,[0 0 0 0 1],de
ListMixin,Derivative classes must call Listmixin s init function,[0 0 0 1 0],de
ListMixin,and set the following,[0 0 0 1 0],de
ListMixin,"Function receives individual external selves, i",[0 0 0 1 0],de
ListMixin,Return a single element with index i for general use.,[0 0 0 1 0],de
ListMixin,Index I will always meet 0 i len self .,[0 0 0 1 0],de
ListMixin,"Function receives individual internal self, i",[0 0 0 1 0],de
ListMixin,"as above, but optional for use within the class",[0 0 0 1 0],de
ListMixin,Note that when you get single internal and get single internal return,[0 0 0 1 0],de
ListMixin,"different types of objects, set list must distinguish",[0 0 0 1 0],de
ListMixin,between the two and treat each appropriately.,[0 0 0 1 0],de
ListMixin,"function set list self, length, items",[0 0 0 1 0],de
ListMixin,Re-create the entire object.,[0 0 0 1 0],de
ListMixin,"note elements can be a generator, the calls get individual internal.",[0 0 0 1 0],de
ListMixin,"Therefore, it is necessary to set the values in a temporary",[0 0 0 1 0],de
ListMixin,Temp list elements,[0 0 0 1 0],de
ListMixin,before clobbering of the original storage.,[0 0 0 1 0],de
ListMixin,"function set single self, i, value",[0 0 0 1 0],de
ListMixin,set the individual entry to index i to optional value,[0 0 0 1 0],de
ListMixin,the object that uses the setlist.,[0 0 0 1 0],de
ListMixin,Function,[0 0 0 1 0],de
ListMixin,return the length,[0 0 0 1 0],de
ListMixin,int minlength,[0 0 0 1 0],de
ListMixin,the minimum legal length optional,[0 0 0 1 0],de
ListMixin,int maxlength,[0 0 0 1 0],de
ListMixin,the maximum legal length optional,[0 0 0 1 0],de
ListMixin,Type or tuple allowed,[0 0 0 1 0],de
ListMixin,Type or tuple of permitted article types optional,[0 0 0 1 0],de
LogoutThenLoginTests,Logout tests and then login view,[0 0 0 0 1],de
MakeListTests,the make list filter can destroy existing escape so that the results,[0 0 0 1 0],de
MakeListTests,Escaped.,[0 0 0 1 0],de
ManagementForm,track how many form instances are displayed on the page.,[0 0 0 0 1],de
MemcachedCache,an implementation of a cache binding with python memcached,[0 0 0 0 1],de
MemoryFileUploadHandler,file upload handler used to stream uploads to memory for small files.,[0 0 0 0 1],de
Migration,the basic class for all migrations.,[0 0 0 0 1],de
Migration,it will have one or more,[1 1 0 0 0],de
Migration,of the following attributes,[1 1 0 0 0],de
Migration,"Dependencies a list of tuples of the app path, migration name",[1 1 0 0 0],de
Migration,"Run before a list of tuples of the app path, migration name",[1 1 0 0 0],de
Migration,replaces a list of migration names,[1 1 0 0 0],de
MigrationGraph,represent the digraphs of all migrations in one project.,[0 0 0 0 1],de
MigrationGraph,Every migration is a knot and every dependency is an edge.,[0 0 1 0 0],de
MigrationGraph,There are,[0 0 1 0 0],de
MigrationGraph,no implicit dependencies between numbered migrations is the numbering,[0 0 1 0 0],de
MigrationGraph,Migration files can be marked as a substitute for another set of migrations,[1 0 0 0 0],de
MigrationGraph,the graph handler is not responsible,[1 0 0 0 0],de
MigrationGraph,Migration files and if the replaced migrations are all either unapplied,[1 0 0 0 0],de
MigrationGraph,to replace migration and all the dependencies that depend on the,[1 0 0 0 0],de
MigrationLoader,"during initialization, this class will scan and open these directories; and",[0 0 0 1 0],de
MigrationLoader,Heirs of Django-Db migrations.,[0 0 0 1 0],de
MigrationLoader,django^db.migrations for what it looks like.,[0 0 0 1 0],de
MigrationLoader,These are loaded into a separate set of migrations away from the most important ones.,[0 0 0 1 0],de
MigrationLoader,"disk, then they are injected into the main set and replace the named migrations.",[0 0 0 1 0],de
MigrationLoader,new migration.,[0 0 0 1 0],de
MigrationLoader,"on diskette, but that's probably fine.",[1 0 0 0 0],de
MigrationLoader,in memory.,[1 0 0 0 0],de
ModelSignal,the app label^modelname form.,[0 0 0 0 1],de
MultiPartParser,multivaluedict^parse reads the input stream in chunk size brakes,[0 0 1 0 0],de
MultiPartParser,"and returns a tuple of multivaluedict post, multivaluedict files.",[0 0 1 0 0],de
MultiValueDict,a subclass of the dictionary adapted to several values for the,[0 0 0 0 1],de
MultiValueDict,Same key.,[0 0 0 0 1],de
MultiValueDict,"d multivaluedict name adrian, simon, position developer",[1 0 0 0 0],de
MultiValueDict,simon,[1 0 0 0 0],de
MultiValueDict,d^getlist does not exist,[1 0 0 0 0],de
MultiValueDict,"d^get Last name , non-existent",[1 0 0 0 0],de
MultiValueDict,"d^setlist name, holovaty, willison",[1 0 0 0 0],de
MultiValueField,Aggregate the logic of several fields.,[0 0 0 0 1],de
MultiValueField,its clean method takes a decompressed list of values that then,[0 0 0 1 0],de
MultiValueField,Clean in a single value according to self field.,[0 0 0 1 0],de
MultiValueField,each value in,[0 0 0 1 0],de
MultiValueField,This list is cleaned by the corresponding field the first value is,[0 0 0 1 0],de
MultiValueField,"is cleaned by the first field, the second value is cleaned by the second",[0 0 0 1 0],de
MultiValueField,"Field, etc. as soon as all fields are cleaned, the list of clean values is",[0 0 0 1 0],de
MultiValueField,compressed into a single value.,[0 0 0 1 0],de
MultiWidget,a widget that consists of multiple widgets.,[0 0 0 0 1],de
MultiWidget,"in addition to the values added by Widget^get context, this widget",[0 0 0 1 0],de
MultiWidget,adds a list of subwidgets to the context as widget subwidgets.,[0 0 0 1 0],de
MultiWidget,These can be looped and rendered like normal widgets.,[0 0 0 1 0],de
MyModel,Model subclass with a custom base with metaclass.,[0 0 0 0 1],de
NestedObjectsTests,Tests for the collection of nested objects.,[0 0 0 0 1],de
Operation,Basic class for migration operations.,[0 0 0 0 1],de
Operation,it is responsible for both mutates the state of the memory model,[0 0 0 1 0],de
Operation,"see db migrations state^py to represent what it performs, and",[0 0 0 1 0],de
Operation,than actually perform it against a live database.,[0 0 0 1 0],de
OverwritingStorage,overwrite existing files instead of attaching a suffix to a,[0 0 0 0 1],de
OverwritingStorage,Unused name.,[0 0 0 0 1],de
ParentWithDependentChildren,Model in which validation depends on external child key relationships,[0 0 0 0 1],de
Permission,the rating system provides a way to assign permissions to certain,[0 0 0 0 1],de
Permission,Users and user groups.,[0 0 0 0 1],de
Permission,"the permission system is used by the django admin website, but can also be",[1 0 0 0 0],de
Permission,useful in your own code.,[1 0 0 0 0],de
Permission,the django admin website uses permissions as follows,[1 0 0 0 0],de
Permission,add approval limits the user's ability to display the add form,[1 0 0 0 0],de
Permission,and add an object.,[1 0 0 0 0],de
Permission,the change permission limits a user's ability to see the change,[1 0 0 0 0],de
Permission,"list, display the change form and change an object.",[1 0 0 0 0],de
Permission,The deletion permission limits the possibility of deleting an object.,[1 0 0 0 0],de
Permission,the view permission limits the ability to display an object.,[1 0 0 0 0],de
Permission,the permissions listed above are automatically created for each model.,[0 0 0 1 0],de
ProxyModelInheritanceTests,Proxy model inheritance via apps can cause the table not to be created,[0 0 0 0 1],de
ProxyModelInheritanceTests,for the proxied model as described in #12286.,[0 0 0 0 1],de
ProxyModelInheritanceTests,This test creates two dummy,[0 0 0 1 0],de
ProxyModelInheritanceTests,"Migrate apps and calls, then check that the table was created.",[0 0 0 1 0],de
RawPostDataException,You cannot click on raw mail data from a request that,[0 0 0 0 1],de
RawPostDataException,Files etc.,[0 0 0 1 1],de
RemoteTestRunner,"Run tests and record everything, but don't display anything.",[0 0 0 0 1],de
RequestFactoryEnvironmentTests,Regression tests for #8551 and #17067 ensure that environment variables,[0 0 0 1 1],de
RequestFactoryEnvironmentTests,are set correctly in the requestfactory.,[0 0 0 1 1],de
ReverseGenericManyToOneDescriptor,accessor for the associated object manager on the one too many created relations,[0 0 0 0 1],de
ReverseGenericManyToOneDescriptor,Through general relations.,[0 0 0 0 1],de
ReverseGenericManyToOneDescriptor,in the example,[1 0 0 0 0],de
ReverseGenericManyToOneDescriptor,Class Post Model,[1 0 0 0 0],de
ReverseGenericManyToOneDescriptor,Comments genericelation comment,[1 0 0 0 0],de
ReverseGenericManyToOneDescriptor,post^comments is a reversegenericmanytoonedescriptor instance.,[1 0 0 0 0],de
SameAsLookup,The operator is the same as the operator.,[0 0 0 1 1],de
SameAsLookup,it tests actual geometrical,[0 0 0 1 1],de
SameAsLookup,Equality of two characteristics.,[0 0 0 1 1],de
SameAsLookup,"So if a and b are the same feature,",[0 0 0 1 1],de
SameAsLookup,"Vertex through Vertex, the operator returns true.",[0 0 0 1 1],de
Serializer,Convert a query set to json.,[0 0 0 0 1],de
SessionStorage,Save messages in the session django^contrib.sessions .,[0 0 0 0 1],de
SessionStore,within the custom session model.,[0 0 0 1 0],de
SimpleView,a simple view with a docstring.,[0 0 0 0 1],de
SpatialRefSysMixin,spaceularrefsys objects to reduce redundant code.,[0 0 1 0 1],de
SplitHiddenDateTimeWidget,a widget that divides date time input into two input type hidden entries.,[0 0 0 0 1],de
SuccessMessageMixin,add a message of success for the successful submission of forms.,[0 0 0 0 1],de
TemplateDoesNotExist,the exception used if no template exists.,[0 0 0 0 1],de
TemplateDoesNotExist,Optional arguments,[0 1 0 0 0],de
TemplateDoesNotExist,Backend,[0 1 0 0 0],de
TemplateDoesNotExist,tried,[0 1 0 0 0],de
TemplateDoesNotExist,This,[0 1 0 0 0],de
TemplateDoesNotExist,"is formatted as a list of tuples originating, status, where",[0 1 0 0 0],de
TemplateDoesNotExist,origin is an original object or duck type and status is a string with the,[0 1 0 0 0],de
TemplateDoesNotExist,Reason why the template was not found.,[0 1 0 0 0],de
TemplateDoesNotExist,Chain,[0 1 0 0 0],de
TemplateDoesNotExist,a list of intermediate templates does not contain any exceptions.,[0 1 0 0 0],de
TemplateDoesNotExist,This is used to,[0 1 0 0 0],de
TemplateDoesNotExist,several exceptions when loading templates from multiple encapsulate,[0 1 0 0 0],de
TemplateDoesNotExist,Engines.,[0 1 0 0 0],de
TestImageFieldFile,custom field file class that records whether the underlying file,[0 0 0 0 1],de
TestImageFieldFile,has been opened.,[0 0 0 0 1],de
TestUtils,This Doc output is required for testing.,[0 0 1 0 0],de
UniqueAnchor,This is a model that can be used as,[0 0 0 0 1],de
UniqueAnchor,something to which other models point,[0 0 0 0 1],de
UpdateError,occurs when django tries to update a deleted session.,[0 0 0 0 1],de
UserCreationForm,a form that creates a user without rights from the specified user name; and,[0 1 0 0 1],de
UserCreationForm,Password.,[0 1 0 0 1],de
VariableWrapper,an adapter class for cursor variables that prevents the wound object,[0 0 0 0 1],de
VariableWrapper,from conversion to a string when it is used to instantiate an oracle param.,[0 0 0 0 1],de
VariableWrapper,This can usually be used for any other object that should be passed in,[1 0 0 0 0],de
VariableWrapper,Cursor^execute as it is.,[1 0 0 0 0],de
WindowFrame,model the frame clause in window expressions.,[0 0 0 0 1],de
WindowFrame,there are two types of frames,[0 0 0 1 0],de
WindowFrame,Clauses which are subclasses but all processing and validation by:,[0 0 0 1 0],de
WindowFrame,Means to be complete are being done here.,[0 0 0 1 0],de
XFrameOptionsDecoratorsTests,Tests for the x-frame options decorators.,[0 0 0 0 1],de
XFrameOptionsMiddleware,do not specify the header if it is already set or if the answer,[0 0 1 0 0],de
XFrameOptionsMiddleware,an xframe option exception value set to true.,[0 0 1 0 0],de
XFrameOptionsMiddleware,"By default, set the x frame options header to sameoriginal, which means that",[1 0 1 0 0],de
XFrameOptionsMiddleware,Answer can only be loaded on a frame within the same site.,[1 0 1 0 0],de
XFrameOptionsMiddleware,"Answer of being loaded in a frame in any site, set x frame options in",[1 0 1 0 0],de
XFrameOptionsMiddleware,To deny your project s django settings.,[1 0 1 0 0],de
Audio,if this object is returned from an input cell or to the,[0 0 0 1 0],de
Audio,in the frontend only works in the notebook.,[0 0 0 1 0],de
Audio,can be one of,[0 1 0 0 0],de
Audio,numpy 2d array with waveforms for each channel.,[0 1 0 0 0],de
Audio,"for the standard channel order, see",[0 1 0 0 0],de
Audio,List of floats or integers representing the waveform mono,[0 1 0 0 0],de
Audio,"If the array option is used, the waveform is normalized.",[0 1 0 0 0],de
Audio,are dependent on it.,[0 1 0 0 0],de
Audio,a URL to download the data.,[0 1 0 0 0],de
Audio,Path to a local file to load the data.,[0 1 0 0 0],de
Audio,Embed boolean,[0 1 0 0 0],de
Audio,the original source is referenced.,[0 1 0 0 0],de
Audio,set this to true if you have the,[0 1 0 0 0],de
Audio,Audio playable later without internet connection in the notebook.,[0 1 0 0 0],de
Audio,default is true unless the keyword argument URL is set then,[0 1 0 0 0],de
Audio,Default value is false .,[0 1 0 0 0],de
Audio,Speed Integer,[0 1 0 0 0],de
Audio,the sampling rate of the raw data.,[0 1 0 0 0],de
Audio,only required when data parameters are used as an array,[0 1 0 0 0],de
Audio,Autoplay bool,[0 1 0 0 0],de
Audio,Setting to true if the audio is to start playing immediately.,[0 1 0 0 0],de
Audio,default is false .,[0 1 0 0 0],de
Audio,normalize bool,[0 1 0 0 0],de
Audio,whether audio should be normalized to the maximum possible rescale,[0 1 0 0 0],de
Audio,Range.,[0 1 0 0 0],de
Audio,"if set to false, the data must be",[0 1 0 0 0],de
Audio,"1 and 1 included, otherwise an error will be made.",[0 1 0 0 0],de
Audio,applies only if data is a list or an array of samples of other types of,[0 1 0 0 0],de
Audio,Audio is never normalized.,[0 1 0 0 0],de
